Items,Origin,Items grouped,Item group filter,Category,Unit,amount,"FSC - KGs (sack=25, pack=1, box=4.5)",FSC - Total KGs,Mission,District,VDC,Village/Ward/extra info,VDC Latitude,VDC Longitude,District Latitude,District Longitude,Date
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 20/5 *05,Sindhupalchok,Jethal,"wards 1, 2, 3",27.6988,85.91502,27.82936,85.54504,20-May-15
,India,Tarp,,Shelter,unit,26,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,Birgunj,Tarp,,Shelter,unit,45,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,15,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,30,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,30,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,,Pencils,,Psychosocial support - Children supplies,unit,36,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,,Eraser,,Psychosocial support - Children supplies,unit,30,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,,Sharpener,,Psychosocial support - Children supplies,unit,30,Undefined,#VALUE!,MISSION 21/5 *01,Gorkha,Darbhung,Rampur ward 8 - Distribution details see: https://docs.google.com/document/d/1Jgm-EVR1fAek-OnKr3A6nHK6rIxU2E_8aY6LeCZiDY4/edit?usp=sharing,27.8653,84.7337,28.33333,84.83333,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,5,Undefined,#VALUE!,MISSION 20/5 *05,Sindhupalchok,Jethal,"wards 1, 2, 3",27.6988,85.91502,27.82936,85.54504,20-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,30,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,India,Tarp,,Shelter,unit,111,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,Birgunj,Tarp,,Shelter,unit,207,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,12,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,120,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Pencils,,Psychosocial support - Children supplies,unit,120,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,120,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Sharpener,,Psychosocial support - Children supplies,unit,120,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Eraser,,Psychosocial support - Children supplies,unit,120,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,,Medical Kit,,Medicine,,5,Undefined,#VALUE!,MISSION 21/5 *02,Dolakha,Gairimudi,,27.60429,86.12272,27.83333,86.25,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,4,Undefined,#VALUE!,MISSION 21/5 *03,Sindhupalchok,Dhuyang,,27.85199,85.85637,27.82936,85.54504,21-May-15
,India,Tarp,,Shelter,unit,55,Undefined,#VALUE!,MISSION 21/5 *04,Sindhupalchok,Choukati,"Lungurpa, Dandagaun, Pandali",27.76987,85.95853,27.82936,85.54504,21-May-15
,,Tarp,,Shelter,unit,45,Undefined,#VALUE!,MISSION 21/5 *04,Sindhupalchok,Choukati,"Lungurpa, Dandagaun, Pandali",27.76987,85.95853,27.82936,85.54504,21-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 21/5 *04,Sindhupalchok,Choukati,"Lungurpa, Dandagaun, Pandali",27.76987,85.95853,27.82936,85.54504,21-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,4,Undefined,#VALUE!,MISSION 21/5 *04,Sindhupalchok,Choukati,"Lungurpa, Dandagaun, Pandali",27.76987,85.95853,27.82936,85.54504,21-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 21/5 *04,Sindhupalchok,Choukati,"Lungurpa, Dandagaun, Pandali",27.76987,85.95853,27.82936,85.54504,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,8,Undefined,#VALUE!,MISSION 21/5 *04,Sindhupalchok,Choukati,"Lungurpa, Dandagaun, Pandali",27.76987,85.95853,27.82936,85.54504,21-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 21/5 *05,Nuwakot,Gerkhu,"wards 3, 4, 9",27.95179,85.19261,27.964,83.0549,21-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 21/5 *06,Nuwakot,BidurN.P.,Devighat ward 7,27.90842,85.1491,27.964,83.0549,21-May-15
,India,Tarp,,Shelter,unit,6,Undefined,#VALUE!,MISSION 21/5 *07,Solukhumbu,Takasindu,Nunthala,27.606,86.64772,27.75,86.75,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,1,Undefined,#VALUE!,MISSION 21/5 *07,Solukhumbu,Takasindu,Nunthala,27.606,86.64772,27.75,86.75,21-May-15
,,Medicine - rehydration,,Medicine,box,1,Undefined,#VALUE!,MISSION 21/5 *07,Solukhumbu,Takasindu,Nunthala,27.606,86.64772,27.75,86.75,21-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 21/5 *08,Tanahun,Bhanu,Turture,28.02009,84.42373,27.91667,84.25,21-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,India,Tarp,,Shelter,unit,9,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,,Tools (hardware),,Shelter,unit,46,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,,Pencils,,Psychosocial support - Children supplies,unit,124,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,480,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,,Eraser,,Psychosocial support - Children supplies,unit,90,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,,Glue,,Psychosocial support - Children supplies,unit,24,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,,Sharpener,,Psychosocial support - Children supplies,unit,40,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,6,Undefined,#VALUE!,MISSION 21/5 *09,Dhading,Marpak,ward 5,28.0135,84.9646,28,84.91667,21-May-15
,India,Tarp,,Shelter,unit,15,Undefined,#VALUE!,MISSION 21/5 *10,Kabhre Palanchok,DhulikhelN.P,"Sindhu, Listi, Chansingh",27.6217,85.5576,27.58333,85.66667,21-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,,Dal,,Food - Dry Food,sack,2,25,50,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,,Salt,,Food - Dry Food,sack,2,25,50,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,,Beaten Rice,,Food - Dry Food,sack,4,25,100,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,15,Undefined,#VALUE!,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,Birgunj,Tarp,,Shelter,unit,75,Undefined,#VALUE!,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,India,Tarp,,Shelter,unit,115,Undefined,#VALUE!,MISSION 21/5 *11,Dolakha,Bulung,Bhirmundi,27.78444,86.18175,27.83333,86.25,21-May-15
,,Blankets,,Shelter,unit,150,Undefined,#VALUE!,MISSION 22/5 *01,Sindhupalchok,Lisankhu,Wafal,27.65782,85.84673,27.82936,85.54504,22-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 22/5 *01,Sindhupalchok,Lisankhu,Wafal,27.65782,85.84673,27.82936,85.54504,22-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 22/5 *01,Sindhupalchok,Lisankhu,Wafal,27.65782,85.84673,27.82936,85.54504,22-May-15
,,Dal,,Food - Dry Food,sack,2,25,50,MISSION 22/5 *01,Sindhupalchok,Lisankhu,Wafal,27.65782,85.84673,27.82936,85.54504,22-May-15
,,Salt,,Food - Dry Food,sack,2,25,50,MISSION 22/5 *01,Sindhupalchok,Lisankhu,Wafal,27.65782,85.84673,27.82936,85.54504,22-May-15
,India,Tarp,,Shelter,unit,199,Undefined,#VALUE!,MISSION 22/5 *01,Sindhupalchok,Lisankhu,Wafal,27.65782,85.84673,27.82936,85.54504,22-May-15
,India,Tarp,,Shelter,unit,38,Undefined,#VALUE!,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,5,Undefined,#VALUE!,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,,Blankets,,Shelter,unit,32,Undefined,#VALUE!,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,2,Undefined,#VALUE!,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,,Rice,,Food - Dry Food,sack,4,25,100,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,,Dal,,Food - Dry Food,sack,1,25,25,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,,Salt,,Food - Dry Food,pack,50,1,50,MISSION 22/5 *02,Sindhupalchok,ThuloDhading,KhaniDhading,27.64154,85.89696,27.82936,85.54504,22-May-15
,India,Tarp,,Shelter,unit,5,Undefined,#VALUE!,MISSION 22/5 *03,Kathmandu District,KathmanduN.P.,Swayambu ward 15,27.70731,85.32218,27.70704,85.33218,22-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 22/5 *03,Kathmandu District,KathmanduN.P.,Swayambu ward 15,27.70731,85.32218,27.70704,85.33218,22-May-15
,,Dal,,Food - Dry Food,sack,1,25,25,MISSION 22/5 *03,Kathmandu District,KathmanduN.P.,Swayambu ward 15,27.70731,85.32218,27.70704,85.33218,22-May-15
,,Rice,,Food - Dry Food,sack,2,25,50,MISSION 22/5 *03,Kathmandu District,KathmanduN.P.,Swayambu ward 15,27.70731,85.32218,27.70704,85.33218,22-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,120,Undefined,#VALUE!,MISSION 21/5 *05,Nuwakot,Gerkhu,"wards 3, 4, 9",27.95179,85.19261,27.964,83.0549,21-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,30,Undefined,#VALUE!,MISSION 21/5 *05,Nuwakot,Gerkhu,"wards 3, 4, 9",27.95179,85.19261,27.964,83.0549,21-May-15
,India,Tarp,,Shelter,unit,10,Undefined,#VALUE!,MISSION 22/5 *04,Kathmandu District,KathmanduN.P.,Swayambu Langtang Camp (Yellow Gumba,27.70731,85.32218,27.70704,85.33218,22-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,5,Undefined,#VALUE!,MISSION 22/5 *05,Nuwakot,Mahakali,Nepane ward 9,27.87254,85.36866,27.964,83.0549,22-May-15
,,Blankets,,Shelter,unit,49,Undefined,#VALUE!,MISSION 22/5 *05,Nuwakot,Mahakali,Nepane ward 9,27.87254,85.36866,27.964,83.0549,22-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,46,Undefined,#VALUE!,MISSION 22/5 *05,Nuwakot,Mahakali,Nepane ward 9,27.87254,85.36866,27.964,83.0549,22-May-15
,,Sanitary pads,,Sanitation - supplies,box,1,Undefined,#VALUE!,MISSION 22/5 *05,Nuwakot,Mahakali,Nepane ward 9,27.87254,85.36866,27.964,83.0549,22-May-15
,,Diapers,,Sanitation - Children supplies,box,2,Undefined,#VALUE!,MISSION 22/5 *05,Nuwakot,Mahakali,Nepane ward 9,27.87254,85.36866,27.964,83.0549,22-May-15
,India,Tarp,,Shelter,unit,5,Undefined,#VALUE!,MISSION 22/5 *06,Kathmandu District,KathmanduN.P.,Dirghayu Guru Hospital and Research Center,27.70731,85.32218,27.70704,85.33218,22-May-15
,India,Tarp,,Shelter,unit,231,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Blankets,,Shelter,unit,238,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Dal,,Food - Dry Food,sack,4,25,100,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Beaten Rice,,Food - Dry Food,sack,3,25,75,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,200,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,200,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Pencils,,Psychosocial support - Children supplies,unit,200,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Sharpener,,Psychosocial support - Children supplies,unit,200,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Eraser,,Psychosocial support - Children supplies,unit,200,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,8,Undefined,#VALUE!,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Salt,,Food - Dry Food,sack,2,25,50,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,,Dalmot,,Food - Dry Food,sack,0.5,25,12.5,MISSION 23/5 *01,Sindhupalchok,ThuloDhading,Tandi (7) and Bersma (9),27.64154,85.89696,27.82936,85.54504,23-May-15
,India,Tarp,,Shelter,unit,30,Undefined,#VALUE!,MISSION 23/5 *02,Sindhupalchok,Sindhupalchok,"different villages in Ramechhap, Dolakha, Okhaldhunga",27.82936,85.54504,27.82936,85.54504,23-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,4,Undefined,#VALUE!,MISSION 23/5 *03,Dolakha,Bigu,wards 7 & 8,27.83606,86.0703,27.83333,86.25,23-May-15
,,Medical Kit,,Medicine,unit,4,Undefined,#VALUE!,MISSION 23/5 *04,Sindhupalchok,Thumpakhar,Mesida,27.72484,85.83839,27.82936,85.54504,23-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,60,Undefined,#VALUE!,MISSION 23/5 *04,Sindhupalchok,Thumpakhar,Mesida,27.72484,85.83839,27.82936,85.54504,23-May-15
,,Pencils,,Psychosocial support - Children supplies,unit,60,Undefined,#VALUE!,MISSION 23/5 *04,Sindhupalchok,Thumpakhar,Mesida,27.72484,85.83839,27.82936,85.54504,23-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,60,Undefined,#VALUE!,MISSION 23/5 *04,Sindhupalchok,Thumpakhar,Mesida,27.72484,85.83839,27.82936,85.54504,23-May-15
,,Sharpener,,Psychosocial support - Children supplies,unit,60,Undefined,#VALUE!,MISSION 23/5 *04,Sindhupalchok,Thumpakhar,Mesida,27.72484,85.83839,27.82936,85.54504,23-May-15
,,Eraser,,Psychosocial support - Children supplies,unit,60,Undefined,#VALUE!,MISSION 23/5 *04,Sindhupalchok,Thumpakhar,Mesida,27.72484,85.83839,27.82936,85.54504,23-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 24/5 *01,Sindhupalchok,Lagarche,,27.86499,85.64039,27.82936,85.54504,24-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 24/5 *02,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,24-May-15
,,,,#N/A,,,#N/A,#N/A,,,,,#N/A,#N/A,#N/A,#N/A,
,,,,,,,Undefined,#VALUE!,,,,,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
